sample	color	PC1	PC2	PC3
NSL29289	1	1.4532293047	-2.4959995383	0.4220987784
NSL29303	1	0.0015472908	-1.779853771	6.3394244162
NSL29305	1	2.2064411861	0.1348131592	11.6597276786
NSL29316	1	3.5115569969	-0.3546174646	2.8180897444
NSL29317	1	4.1384965634	-1.1758236184	0.9000136003
NSL29319	1	5.7331311078	-7.4580531182	22.6088059457
NSL29898	1	6.5527479087	-6.5439998296	19.956667242
NSL30060	1	4.890599103	-3.6958530388	2.9934291224
NSL30064	1	-2.1814731452	0.8141917506	3.001422701
NSL30065	1	4.2305523696	-2.1773315762	0.5347981375
NSL30066	1	1.1767390549	-0.58792597	3.1767645644
NSL30067	1	2.6862471218	-6.24934027	0.3825552173
NSL30068	1	-0.3970546581	1.4173745545	7.6510408857
NSL30074	1	0.3012729519	-4.0989332544	0.3266552857
NSL30835	1	5.7288593612	-1.2373462047	1.8297714728
NSL30863	1	1.6591550661	-2.3172159475	-0.5596597393
NSL30864	1	-4.4967283179	1.2091337597	4.3536588677
NSL30865	1	-2.588920594	-0.3817792209	5.9372176259
NSL30866	1	-2.3491498608	3.1062170675	6.7116817367
NSL30868	0	4.2405924226	-2.2242286801	-1.3576794917
NSL30869	1	4.8576945469	-2.4015222644	1.3100824621
NSL30872	1	3.1019827129	-3.2874064475	3.8174610635
NSL30874	1	6.2698384082	-7.0315921315	20.9021323364
NSL30875	1	3.7473474422	-1.4949787374	6.215128291
NSL30876	1	-1.3574084665	1.3409976112	4.0774606626
NSL30877	1	2.9019528285	0.7452117962	4.4514706621
NSL30878	1	3.0530106592	1.3981618555	4.2109586686
NSL30879	1	3.7375720506	-0.3083577533	4.2321490308
NSL30883	1	2.3334612939	-0.9247083479	0.8206590165
NSL30884	1	3.4096675401	-4.8524998146	-1.2591717781
NSL30885	1	-4.5656150328	1.1329348619	4.3046889199
NSL30888	1	3.6133373327	-3.7902947441	1.9215415773
NSL30889	1	4.6003723933	-2.8879166228	2.0973541954
NSL30890	1	2.1694512133	-3.8842850076	2.0392591474
NSL30895	1	3.585837055	1.3505548308	2.7736166592
NSL30898	1	2.3322485611	-3.5937075115	2.6012468429
NSL30901	1	-2.3041130132	0.3638870193	3.7775804004
NSL30902	1	-4.6707494304	1.88040337	0.7408674879
NSL30903	1	0.6115203247	0.9601430923	0.875487115
NSL30905	1	2.6691530138	0.8510510445	4.2750612044
NSL30906	1	5.0176220048	-1.2394677486	0.6304652503
NSL30907	1	-0.8030939916	0.3232553367	6.3950518079
NSL30909	1	5.1258107013	-7.2076525934	22.0710751104
NSL30910	1	-0.8655640286	-0.1844272523	7.0298229445
NSL30912	1	-3.9559816823	1.1968996977	4.2299266697
NSL32718	1	9.332794411	23.6622659057	-1.504202346
NSL32719	1	5.4996638918	5.2224946907	-1.5648002193
NSL32720	1	6.3878077929	13.7692089231	0.1502047747
NSL32721	1	5.4690781211	8.0716798289	-1.4998505799
NSL32723	1	2.8102549031	5.4506287066	-1.0009702895
NSL32725	1	3.2274543055	-1.2878652349	-0.6631212718
NSL32726	1	3.6329466222	2.7983695024	-1.4130046157
NSL32727	1	5.7177538074	-0.8505162063	0.8319041524
NSL32728	1	3.500321006	0.368378114	0.5961412503
NSL32730	1	4.8713571084	-1.304797064	4.4109418225
NSL32731	1	2.3428944863	0.4071832221	0.901206085
NSL32732	1	3.237692991	0.6081837886	0.3665331836
NSL32733	1	0.4570139735	-1.7796932683	8.6083072332
NSL32734	1	3.2941526402	-0.9903813452	3.134882805
NSL32736	1	3.4046956856	-1.2314665603	3.0681056168
NSL32739	1	2.5640028817	-0.7249931164	9.5839054425
NSL34374	1	6.8884210045	-3.2407226494	5.9236614874
NSL42804	1	6.4732099441	0.0483235542	0.8201670261
NSL42805	1	5.3883815976	15.7257754118	-0.8749465166
NSL42806	1	12.6660568292	29.3920302723	-2.8748161997
NSL42807	1	7.9581221553	21.1854568923	-1.367458505
NSL42808	1	14.0786346748	30.8034749394	-3.5143797413
NSL42873	1	3.8271560874	-1.9646938821	1.5086291343
NSL42874	1	4.1641771509	-0.2197814442	0.5256553642
NSL42875	1	1.1594994195	-1.8468028065	4.8685607312
NSL42877	1	3.3712766076	0.0502549771	6.5180522049
NSL42878	0	4.3351817824	-2.8661289772	2.9981752217
NSL437871	1	6.3392148713	-1.2817384983	-2.3832079345
NSL437879	1	5.5558590135	-6.7314807079	-5.6078808075
NSL437882	1	2.0163375776	-5.1462233972	-4.8016800745
NSL437890	1	4.5418490234	-3.3870490274	-2.5652109511
NSL437891	1	3.8689777737	-7.0769797743	-4.9599950795
NSL437893	1	-0.2317107692	-0.1097423937	-1.8241370073
NSL437895	1	3.519459208	-6.9062325325	-3.2194183645
NSL437896	1	-3.0521929874	-3.1750698906	-1.8906925565
NSL437897	1	-31.926944603	3.6529731942	-10.4929870073
NSL437899	0	-16.5395820957	-2.1793803735	-8.2384415537
NSL437903	0	5.7765371022	-2.3282964188	-2.0447140585
NSL437905	1	-14.8754898642	0.2404353934	-4.5729677317
NSL437907	1	-31.942693769	3.6725451568	-10.2315120872
NSL437908	1	3.0322290013	-1.0154762301	0.6326720104
NSL437909	0	-9.2117018533	-1.3185327887	-3.2779778252
NSL437910	0	-16.9199978795	1.2806134843	-5.6182448628
NSL437913	1	-31.7956881809	3.6221103237	-10.6982797999
NSL437914	1	-31.1582438376	3.1021240101	-10.0627396
NSL437915	1	6.3648085583	-7.3994104103	-2.6825155806
NSL437920	1	6.7220336351	0.4006783037	0.0521386194
NSL437923	1	6.7160562346	0.3066393811	0.0430073253
NSL437925	1	6.5935539742	0.2267864191	-0.2151459073
NSL437928	1	4.3812225832	-7.0457649196	-8.3649915058
NSL437929	1	3.5702089373	-4.7475102206	-0.5029313461
NSL437931	0	4.1959497172	-3.5116140257	-4.6655527459
NSL437932	0	7.0277857255	-5.0255976121	-2.4031833635
NSL437933	0	5.9484479788	1.6150850858	0.3066759442
NSL437934	0	5.9206646845	-4.9131514506	-4.9590008233
NSL437935	0	6.0367787718	1.6506933511	0.4436094598
NSL437936	0	6.4530122316	1.7396368586	0.8067115761
NSL437937	0	5.4259371411	-9.3636182125	-7.2663743743
NSL437939	0	6.2339567386	-6.1162405085	-5.516960114
NSL437940	0	5.3074907105	-7.0615656071	-5.8195362793
NSL437946	1	5.2775299804	-6.4390688841	-3.0573210089
NSL437947	1	4.6459269317	-4.8564337651	-1.4577263828
NSL437948	1	5.0399087841	-4.7374119467	-5.4385596648
NSL437956	1	5.0248052977	-7.5713179132	-8.0247497645
NSL437959	1	-27.8198470602	2.9611600197	-6.0126371116
NSL437960	1	2.0025953726	-6.0374688701	-3.4356387666
NSL437962	1	-6.8744664595	-1.8933784173	-3.5739558022
NSL437964	1	-3.6564508001	-4.4962722657	-6.1339309368
NSL437966	1	5.3516522679	-7.0252240697	-2.352292231
NSL437968	1	-7.9710062627	-1.8615431028	-4.1876140184
NSL437971	1	-7.8469161859	-2.7494378823	-4.0179837068
NSL437972	1	0.8921405249	-5.1981333942	-4.9637035968
NSL437973	1	6.5035316379	-7.4278172532	-2.4596166657
NSL437976	1	-3.8980421227	-3.5923682489	2.6187501676
NSL437979	1	6.0510533574	-7.9512953525	-2.132026023
NSL437980	1	6.0448321591	-7.0616825879	6.3433253154
NSL437981	1	6.1195372164	-6.5683043647	5.0395436831
NSL437982	1	6.4056840037	-6.6199495892	4.9829157466
NSL437983	1	6.6672726283	-7.349944269	-0.9903202218
NSL437988	1	-31.780267402	3.5797201819	-10.2480184989
NSL437989	0	-31.8492122415	3.6366064021	-10.5164683354
NSL437990	1	-31.9411529755	3.5382716261	-10.498156285
NSL437992	1	-31.9418486006	3.6034318594	-10.4822901325
NSL437993	1	-31.8579669803	3.7050388029	-10.485875591
NSL437994	1	-31.7843382761	3.8123427759	-10.3025499339
NSL437995	1	-31.7240463157	3.7685516493	-10.465181729
NSL437996	1	-31.934605771	3.7282722199	-10.4584348641
NSL437998	1	2.7032920035	-1.1116946582	5.1651340623
NSL438002	1	5.0000000202	-5.0240837501	-3.25E-005
NSL438007	1	1.4259521726	-6.2284882139	-0.1654194435
NSL438008	1	3.1657844388	-4.4480589849	3.2149360822
NSL438009	1	1.7268524137	2.158219725	2.1619475554
NSL438010	1	3.8824965851	-6.5749227324	2.0898076784
NSL438013	1	-25.6082127394	4.1769116401	5.8289899689
NSL438022	1	5.3382801501	-7.8779181148	7.3752135012
NSL438029	1	5.682618789	-6.8474002365	-1.4110697251
NSL438030	1	-9.7416890983	-0.5063211513	-2.3700684204
NSL438031	1	2.2355268103	-2.1365071117	8.6490074389
NSL438033	1	-30.589011145	3.4639945891	-7.2856277558
NSL438034	1	-30.2045555886	3.6398610638	-3.5856936784
NSL438036	1	2.3628345217	-0.3208105654	9.4122929159
NSL438038	1	6.4443708412	-8.4633862235	-4.8475074452
NSL438039	1	6.4392680999	-8.5593015612	-4.941489245
NSL438040	1	6.4436412494	-8.5512034437	-4.9048628304
NSL438041	1	6.4295878099	-8.6311926854	-4.9213531815
NSL438042	1	2.5216624362	-2.0018968402	6.6690288704
NSL53081	1	5.2124142365	-6.0845921113	-6.8616590865
NSL53082	1	3.7729382902	-4.1390800607	-4.241269121
NSL53096	0	4.4879241532	-1.1746860537	-2.5304877043
NSL65862	1	0.6230848375	-0.2406178878	2.2464153175
NSL65863	1	2.9982263835	0.4984092769	0.0951559679
NSL65864	1	5.7674187694	-1.0725175414	0.7432261761
NSL65866	1	-27.6529966576	3.4851218957	8.3405383449
NSL65868	1	1.194733356	0.4981240278	2.9498984635
NSL65869	1	-8.5976056371	4.705183553	2.6784149063
NSL65872	1	2.2362644887	0.0250257363	-3.505222525
NSL67786	0	0.5280901619	-3.4505857191	0.6311219601
NSL67788	1	-3.6835841839	1.2498897951	4.2614355127
NSL67789	1	-2.0403100011	-1.4799609823	0.5750321343
NSL67790	1	3.9547218395	-0.4456368609	6.4415656543
NSL67792	1	7.5707402725	-2.102267556	1.180059157
NSL67793	1	1.2211238482	-2.9349490339	0.0802838531
NSL67796	0	5.6724582367	-3.7999536752	-0.6947128342
NSL67797	1	4.3739772145	-2.11037006	1.2641874649
NSL67798	1	-2.2385002897	0.5073851663	4.9796076373
NSL68245	0	2.607836963	-5.6765984549	-2.4637857909
NSL75970	1	5.256399327	3.778939126	-1.9777060866
NSL75976	1	4.8926631577	4.6429285168	-1.4086628647
NSL75977	1	8.2278859527	4.977399661	-4.1190261221
NSL75980	1	5.8310028443	6.4886645188	-2.0024691596
NSL81595	1	-1.620572133	-0.1193153551	7.46740252
NSL81596	1	-2.3685702825	1.9616419998	7.8732779309
NSL81597	1	13.8917124717	29.6103008999	-2.5859644236
NSL81598	1	5.2632657175	0.5982911353	1.3608257497
NSL81600	1	2.0181497115	-3.6124975613	6.9730139215
NSL8579	1	7.8199972497	15.6951080345	-2.5067125395
NSL8582	1	9.4542515201	24.6341136783	-1.9537920714
NSL91618	1	-13.4939561426	3.9726014419	-4.5534399003
PI186182	1	5.2880359094	3.7301350924	-2.2385887419
PI186183	1	3.3233541159	-2.5117502058	-5.0749208432
PI186184	1	4.610326218	-3.9786845098	-7.1919081813
PI186187	1	4.4702249918	-2.1234765107	-6.2775424705
PI186192	1	3.6617148816	-4.5360382271	-1.468924706
PI186195	1	3.3411574222	-3.4791995284	-2.0264300514
PI186196	1	4.7262311395	-6.1846134796	-5.5891484495
PI186197	1	3.3462799819	-6.9799636497	-4.2571946523
PI186198	1	1.6450169468	-2.5281074117	0.4151570769
PI186199	1	2.4858570162	1.4255861655	2.5576350723
PI186221	1	3.7356095914	-4.9947284386	-6.1967874911
PI186228	1	4.6206685575	-0.9282316932	-6.1748172392
PI186230	1	2.575997755	-3.1387139158	-3.7701644927
PI186231	1	2.7525108233	-1.3845310413	-3.4953543783
PI198889	1	3.6426660758	4.3243987277	-3.7369162258
PI198902	1	4.9127926757	-4.4085729686	-7.0466878006
PI200179	0	4.9207465252	0.402872675	-1.9806688038
PI200180	0	2.9453994933	0.2175589356	-2.1538202871
PI200181	0	5.1367302045	0.1903159401	-0.9502131914
PI200182	0	3.7329166742	0.411177803	-2.0863918842
PI200184	0	4.0459462951	1.3717820802	-2.7119491847
PI200185	0	3.4817226195	-1.0182736699	-1.7376247232
PI200187	0	3.6897551155	-1.6777998777	-1.6079852713
PI200188	0	2.6548742899	-0.8628831721	-0.5210998021
PI200189	0	5.1468005455	1.5317124861	-0.0483273345
PI200191	0	4.1531330572	-0.1852107432	0.8768814241
PI200192	1	0.8488574885	-4.985215913	-0.4984582066
PI200193	1	1.696620027	-4.876213175	-0.7218602546
PI200194	1	3.7447891299	-2.5926581427	-0.3596229344
PI200195	0	2.9637440202	-3.7976988953	0.2402856376
PI200196	1	2.3875163426	-3.2030433377	-1.9179245596
PI221733	0	3.5750538941	-0.6054873285	-1.8552554071
PI221734	0	3.7876297486	-3.9878890199	-1.4987394536
PI221735	0	3.8159745888	-2.811552351	-1.9433382107
PI221736	0	3.7532223493	-2.838190836	-1.9853443817
PI221737	1	3.9192241986	-4.3263037674	-1.5096752422
PI221738	0	4.2125030471	-2.9295327021	-1.0370125267
PI221739	0	3.987183516	-3.5778172616	-1.8797324585
PI221741	0	2.8259498051	-4.8552475393	-3.8348187458
PI221743	0	6.11919947	2.7014025729	-0.4301993385
PI221747	0	3.9875481292	-4.8151719902	-2.3189432822
PI221749	0	4.6012208053	-3.4544031082	-2.5051621526
PI221750	0	4.8877726875	-5.2939472041	-1.5866867226
PI221773	0	4.7659924276	-1.8056397911	-4.4547576689
PI221775	1	5.8202289478	0.4786968537	-2.942759349
PI221785	1	1.6817395479	0.7909975526	1.6404382662
PI221788	1	3.8402110549	-3.9530042121	-4.2409618761
PI221790	1	3.0488650899	-3.8050080936	-3.2168680941
PI221794	1	4.2398337583	-5.8823830306	-5.9709500291
PI221805	1	5.8812841395	-3.8597047603	-4.7110002683
PI221820	1	5.1052936225	-3.499848397	-6.9017890436
PI221821	1	3.8058296719	-4.5364857297	-5.0513862941
PI233312	1	11.241277336	25.2323610429	-0.9761493065
PI233313	1	8.6291304915	23.6274347035	-0.6794520117
PI233314	1	10.159703184	24.3262096594	-1.6987830514
PI233315	1	13.4855455381	29.5305906916	-3.4530071435
PI233316	1	1.4570616376	-2.1064004662	6.5189373202
PI233317	1	11.029911488	25.5763179079	-3.3896835068
PI233318	1	12.3001018865	26.6515422396	-2.1807069016
PI233319	1	11.0991819179	27.8712796173	-2.1339493225
PI233320	1	12.798661978	27.3198616306	-2.5862255145
PI233321	1	11.3632831544	25.6607403889	-2.899057778
PI233322	1	11.382547167	29.4945213735	-3.3364011825
PI233323	1	11.3242557246	27.1909479327	-1.669481331
PI236997	1	7.4893269624	12.594216301	-2.3629352608
PI257506	1	5.2233779654	11.2716209876	-2.8853567959
PI257507	1	8.6363194884	7.9076089819	-2.7868597826
PI257508	1	5.6002448593	13.2443809525	-1.0021917754
PI257511	0	5.771925184	-1.7187321873	-5.2947333591
PI257512	0	5.6174365227	3.1878618704	-6.072196723
PI257513	1	3.9982270433	-2.0054975712	0.7015551165
PI257515	0	3.4621650153	-3.5251581117	-1.7418624286
PI257516	0	5.5655439038	1.424804923	-5.7092764165
PI257517	1	6.0383020012	7.6955453887	-3.5771497766
PI267164	0	5.5582130555	-0.0279689668	3.7759215136
PI267165	0	4.2783595211	-0.4847957591	2.8178775059
PI267166	1	4.0159196507	0.0190403361	0.0526850113
PI267167	1	3.6391837447	-0.348639963	0.6059746279
PI267168	1	3.3446615473	2.8632165732	0.2950189428
PI267169	1	10.7404363777	25.6974013052	-1.1305046863
PI267170	1	6.5454548119	2.2652590299	0.7001720056
PI267171	1	4.2158056889	-3.1366843243	3.1816423742
PI270297	1	5.2328181633	-7.9349189529	-9.8195903903
PI303924	1	6.671743313	11.2774850962	-1.288095939
PI303925	1	4.1041725755	-2.5287595484	1.421540152
PI303926	1	3.5525288623	-1.4837377987	0.3527067833
PI303927	1	4.449382025	-2.1262911166	-2.7289261035
PI303928	1	0.2283832718	-0.4398629534	-0.4970918645
PI303929	1	1.0070400573	-1.4565098375	-1.2108222785
PI303930	1	3.1318706005	0.6821044231	1.3540117613
PI303932	1	2.4929208065	0.278853524	1.3676668374
PI303933	1	4.3158900738	-2.9326559915	-2.7270605259
PI303935	1	1.2080116976	-4.6192649535	9.3109322204
PI303936	1	5.1002931237	-5.650292434	-5.7896757875
PI303937	1	4.3660000899	-3.3421058208	-4.352440395
PI303938	1	4.6412980332	0.004772796	-5.49583081
PI303939	1	4.1501738527	-6.9970495772	-6.9084783525
PI303940	1	5.2123955983	-7.1275268391	-6.1127745071
PI303941	1	3.0770835148	-0.6125185883	-0.0265002945
PI303942	1	5.6198943176	-4.2278182629	-4.8113065506
PI303943	1	4.9077245641	-4.0636591445	-5.4666362257
PI303944	1	5.7963840742	-3.3027233951	-6.0949038995
PI340812	0	2.4263257286	1.0537672286	0.3368017359
PI340813	1	-1.8548307244	1.7435370788	4.8879933947
PI340817	1	5.9358083226	13.5680734756	-0.6357853349
PI340818	1	6.8857077388	12.8353298344	-2.2527058792
PI340819	1	7.513336611	15.2994969936	-1.3571188733
PI340820	1	5.5890708656	-0.1480658178	-3.0621312422
PI340821	1	3.5643052339	4.1669950911	0.1696316945
PI340822	1	6.4460544924	14.1026436043	-0.5368159797
PI340823	1	6.4823250321	12.1764418018	-1.9091851251
PI340824	1	5.0453267572	8.6463558073	0.1736319907
PI340825	1	5.843563972	11.5654201841	0.022054764
PI340827	1	4.8169141986	1.4441418503	0.7927651076
PI340830	1	3.864430035	4.1764478241	-2.9420533086
PI340836	0	6.5523326347	3.3948610908	-4.7551840573
PI340847	1	7.5519927073	6.9408302558	-4.4025092275
PI340861	1	4.6984587069	5.1094025552	-3.5927213818
PI340862	1	5.1904369621	3.9694208823	-2.2840279507
PI340865	0	3.2245441169	3.1554776169	-0.4425548411
PI340868	1	5.4374987221	2.5377438753	-3.7629678309
PI340869	0	7.3391391238	-2.0002660185	-3.103658748
PI340870	0	6.8148346991	-0.5652209057	-4.0683805825
PI340871	0	6.9560121284	-0.1812920132	-3.1066624239
PI340872	1	2.9531390671	0.7684776526	-4.3473925137
PI340874	0	5.363435574	2.4129617451	-5.0942648716
PI340875	0	6.1369453113	4.8674008354	-3.4490723259
PI343953	1	4.4790593292	-1.9265810644	1.6896194576
PI358521	0	8.2607318878	15.8543748826	-3.1972189222
PI358522	0	7.9989848844	14.577296525	-1.9419941902
PI358523	0	8.4604802425	15.8967708952	-2.6680857772
PI358524	0	8.4049046463	13.7620558952	-1.9478352373
PI358525	0	8.1635382316	13.0377458413	-2.2028356434
PI358526	1	1.5044627649	10.0983284281	-0.2210613583
PI358527	1	9.6757096597	22.1267022634	-2.7687656361
PI358528	1	5.5061012146	8.8456706626	2.4968168438
PI358529	1	12.7297782303	24.3570979311	-1.6199962058
PI358530	1	8.5100929107	8.2100739679	1.0942482457
PI358531	1	9.4610693145	22.6745601705	0.9045342235
PI358532	1	5.0734758429	8.2577903316	1.089042392
PI358533	1	9.5671369384	29.47694391	-2.6190406791
PI358535	1	9.7876001283	29.3718332182	-2.5756570824
PI358536	1	10.6094936994	29.3201396308	-2.7447992813
PI358537	1	10.5392784918	29.3677304188	-2.5711539151
PI358539	1	10.7385302919	28.6166344942	-2.2138177786
PI369437	1	5.3592517347	0.3112682238	0.9795238561
PI369438	1	3.5944076058	-3.283163088	5.8860564852
PI369439	1	6.7973837137	10.5680822284	-1.5640314442
PI369442	1	1.6632529797	1.8500553655	2.9303524613
PI369446	1	3.2124423402	9.0517815518	2.0469543149
PI391414	1	-3.0792837729	-0.6869990319	9.6533836463
PI391415	1	6.2474519356	-4.9200807111	-6.9935846983
PI391416	0	6.0003391735	-7.8535772244	-7.613245184
PI391660	1	3.6371478586	-3.8985750825	5.0099592613
PI391662	1	6.248524323	-6.1230119079	8.9966053365
PI391663	1	2.0312200888	-1.1136166669	1.2155434183
PI391665	1	2.5683832907	-1.1099880739	-1.2391861268
PI391667	1	4.3837656117	-1.4257070635	2.6289802856
PI391670	1	6.7416375455	-2.5713380817	-6.5222454002
PI391672	1	6.6554968911	-5.5330996373	-6.6808729065
PI391676	1	7.1539842435	-4.4802824354	-4.8323532886
PI391678	1	6.2057284844	-4.3857810923	-4.1488241599
PI391680	1	0.7405279257	-2.9765140853	-1.6235497023
PI405705	1	4.5952778237	-3.0578923759	1.6711473834
PI405707	1	4.8057048903	3.6010819301	-1.5900899514
PI405709	1	3.8437219096	-2.044231398	-4.177434793
PI405713	1	5.4826769185	-3.9567078466	-6.3433560877
PI405714	1	5.6735431922	-2.3739971588	-4.6866005342
PI406106	0	4.1251264895	-4.5176260269	2.1337822803
PI406107	1	3.3898275074	-5.0706671581	0.5495149232
PI406108	0	4.2146849473	-4.7280828433	1.6010387068
PI406109	1	6.0821923814	-2.4631376782	-0.2993506253
PI406110	1	6.7961193806	-3.3460975971	-0.3652855303
PI406113	1	-18.1107049376	0.1650560777	3.3279087503
PI406115	0	5.9099000077	-2.7626432347	-4.2671178224
PI406116	0	6.9964310028	-3.1620109677	-2.2613815275
PI406117	0	6.1683635577	-1.0395691762	-1.876114011
PI406118	1	-5.8660219038	-2.9687856274	-0.7998418407
PI406119	1	-2.8549554486	-2.662857551	-1.2721853853
PI406124	1	3.557624761	-0.1760213513	2.0777496315
PI406125	1	-27.6515507699	3.5158339812	8.3560350138
PI406126	1	-27.5456858241	3.3834190712	8.429444034
PI406127	1	-27.4495621093	3.3429060326	8.2502050494
PI406128	1	2.4481273371	-6.0214322533	-0.0577214175
PI406129	0	4.5343512904	-0.4560605359	-2.2170690721
PI415077	0	6.8248369622	2.6500962896	3.3235209235
PI415078	1	7.1645659864	5.976541899	-2.1442074822
PI415079	1	8.3046752141	5.6243202848	0.4451547793
PI415080	1	6.5981027287	2.0005077403	-2.5547828632
PI415082	1	5.5954694433	3.1396674553	-2.1331927716
PI415086	1	8.4305197884	-3.3102384312	-2.1811564528
PI415087	1	8.3171721336	-3.1485609304	-2.5117644779
PI415088	1	8.3415618588	-3.2357645734	-2.4371813944
PI415089	1	5.4605511903	13.0284248531	-1.8519313745
PI415090	1	6.6966162864	15.1135444941	-0.3542794477
PI415091	1	5.9137108553	10.1428375342	-4.0639841641
PI433487	1	6.3290923068	13.0499078921	-0.6326645786
PI506243	0	5.5697756322	-9.6506975906	-8.0192419179
PI509045	1	4.1306059341	2.7676246099	-2.2489177215
PI509046	1	4.8048776086	2.4499461073	-3.3597980543
PI509542	1	-13.5320835631	0.0422483121	-0.1829492582
PI510674	1	2.5604412914	1.0763900625	4.8290476669
PI511309	1	-31.8891049511	3.6389238948	-10.4816860455
PI511310	1	-31.555841355	3.4167908076	-10.1955397899
PI511311	1	-30.4814420881	3.8565837599	-9.1391813205
PI511313	1	-6.0059079215	2.1631146314	-2.4425432638
PI511315	1	2.1307528382	-0.344300175	-1.0600272276
PI511317	1	5.8643573529	-1.133333409	-0.8592498292
PI511318	1	5.6565645517	0.3362082735	-4.1654523964
PI511805	0	3.3437274586	-5.2081688617	-4.9780709675
PI517968	1	6.165376016	-3.2570780206	-1.6147163203
PI517971	1	4.4731417274	-5.4625003901	3.7966389735
PI517972	1	3.5085046476	-1.4561364569	8.3538557328
PI517973	1	-1.4956239196	0.1475826991	4.1061316776
PI518660	1	1.4924706181	0.3942247904	-1.3217118026
PI520770	1	7.1825270523	-3.9886748833	13.2242290666
PI520771	1	-17.0201739559	3.4438586112	11.6031939643
PI520772	1	-16.3179030716	2.6967684107	6.7770745178
PI522250	1	2.1642540971	-2.0999052959	4.900060843
PI522252	1	1.4350681513	-1.3417365497	2.8202935317
PI524970	1	-1.3371634161	-4.236037117	7.4289345993
PI531081	1	0.2292059402	1.9574465944	7.3043152101
PI531083	1	5.9627983756	-5.6774535364	20.9610550152
PI533658	1	-1.7358059352	-0.352616512	1.8914631464
PI533659	1	1.6723866445	-6.2413896184	11.0916795581
PI535914	1	2.8609822898	-0.5722108157	-0.2147252035
PI536520	1	6.9211865968	-10.406839053	-9.2299496586
PI537097	1	-30.9733151475	3.9549078426	-8.7658645436
PI537099	1	-31.3321591305	4.0457378683	-8.9145887138
PI538007	1	-12.3523149973	-2.763304026	12.498188428
PI538008	1	-4.1069447056	-3.0665007437	1.2706659349
PI538009	1	-30.7670877747	2.6832428222	-1.6884225857
PI538010	1	-30.341548216	4.2106558486	-1.5515355259
PI538011	1	-27.330108132	3.3980177335	4.7089525679
PI538229	1	-17.0902611243	3.3491248358	3.299381732
PI538231	0	2.8687254164	3.8589118056	1.2036462093
PI538235	1	2.5713680125	0.4858161506	-1.5651317117
PI538236	0	4.0188695129	-6.6783252888	13.1685186731
PI538237	1	-25.842137673	3.2769721253	8.7765668574
PI538238	1	6.8439981302	-6.6201374481	17.7209253583
PI538239	0	-2.2323653992	5.4852859295	1.4640089997
PI538242	0	5.1338430665	-0.1624942807	1.2868121969
PI538244	0	-22.3887343456	3.5844298901	-8.2457731789
PI539859	0	4.2592307901	-5.8723692052	-4.2968801208
PI539870	1	5.8976949979	-0.4229474357	1.2740484535
PI539871	1	2.3867121116	-4.0347539119	3.8765728478
PI539872	1	-6.8297765254	2.5550440079	3.5851882187
PI539920	1	5.0349193896	-0.2860712329	6.2844395525
PI539921	1	4.3066875832	3.0883855135	0.9634533226
PI539922	1	-29.5439974408	2.4070371784	-10.8540503321
PI539923	1	-24.0317632572	2.4675990892	-10.3839739115
PI539924	1	-25.933018153	2.5462673511	-8.4377262008
PI539925	1	-27.8583036527	2.6494196732	-5.8690794803
PI539926	1	-10.2625394384	-0.107044559	-5.127111821
PI539927	1	-19.394687434	-0.4084269253	-7.9610524114
PI539930	1	-6.2849830862	1.0074257082	2.3794074176
PI540312	1	2.5298261486	-5.0649702848	-3.89021287
PI540741	0	5.8730685142	-8.9049287122	-9.6672241124
PI540742	0	5.5555440965	-9.4157878117	-9.4440806518
PI540743	0	5.0101948736	-6.6786144928	-5.6426304787
PI540744	0	6.1125365242	-8.2914564293	-7.3049407813
PI540746	0	4.7672821866	-9.0574342609	-7.2459597927
PI540748	1	4.6441360802	-9.5728049532	-9.1077428431
PI540750	1	5.7557205738	-9.1972106127	0.2562202376
PI542776	1	6.3509501142	6.3397353582	-1.8151488733
PI542778	1	5.6714532461	2.1635575204	-2.3837375482
PI542941	1	3.3472408219	-3.0955475742	-1.306820891
PI542942	1	6.1314634555	-5.127156058	-5.0641325394
PI542943	0	6.371735137	-4.5857860363	-1.0566036168
PI542944	0	3.2451707714	-5.7540842291	-2.7378748092
PI542946	0	4.034936555	-4.0999532313	-1.8066973898
PI542947	1	3.8927052722	-1.5724731091	-2.3848091752
PI542948	1	6.3408601825	-7.5381185776	12.0017583855
PI542952	1	2.0364900285	-1.7187149476	6.1178624885
PI542953	1	0.1502558517	-0.5430111471	0.208686213
PI542955	0	0.7218037304	-3.8266592438	-0.4867437393
PI542956	0	0.5421925327	-4.7944569692	-1.170952169
PI542957	0	1.5643221685	-0.8975128216	0.9169102179
PI542958	0	4.4796518733	1.3130687218	1.0958361997
PI542959	1	5.0815780361	-0.5434380097	3.2808584529
PI543008	1	3.0183751068	-0.7752543704	1.06192151
PI543840	1	-24.4381078257	0.2809261666	-7.7097212
PI543843	0	0.7010822305	-2.9179117509	0.3430769812
PI543846	1	2.7629185725	-5.1714163522	5.1842918981
PI543847	1	-19.1197484899	4.4649681222	10.4798291859
PI543849	1	-24.7158889405	2.3203421226	8.1568437694
PI543850	1	-18.4061202444	-0.2869815865	9.410423096
PI544065	1	4.8497967726	-1.907496518	0.0864637877
PI546482	1	-19.2507048996	3.0291359701	4.8433833373
PI546483	1	-21.9515455191	1.0519042847	-2.7759644854
PI546484	1	5.315311283	0.6065837003	-0.3126669968
